CreatedAt,Time,Risk,State,Speed,Driving Score,Anticipation,Self Confidence,Driving Skill,Total Kilometer,Total Duration,Alert
05:32:23 AM,0.230821759,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:23 AM,0.230821759,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:23 AM,0.230821759,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:23 AM,0.230821759,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:23 AM,0.230821759,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:23 AM,0.230821759,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.45560875,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:24 AM,0.230833333,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,21.53167019,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:25 AM,0.230844907,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,22.41875954,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:26 AM,0.230856481,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,24.29578743,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:27 AM,0.230868056,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,25.52771358,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:28 AM,0.23087963,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,27.34240265,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:29 AM,0.230891204,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,28.20498734,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:30 AM,0.230902778,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,29.06284103,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:31 AM,0.230914352,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.57384644,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:32 AM,0.230925926,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,28.46018085,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:33 AM,0.2309375,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,26.25745296,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:34 AM,0.230949074,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,24.77189026,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:35 AM,0.230960648,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:36 AM,0.230972222,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
05:32:36 AM,0.230972222,-100,7,23.32216702,-1,-1,-1,-1,0,0,-1
